INFO  - 2015-04-25 17:20:18.425; org.eclipse.jetty.util.log.Log; Logging initialized @1972ms
INFO  - 2015-04-25 17:20:19.131; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/jackson-mapper-asl-1.9.13.jar' to classloader
INFO  - 2015-04-25 17:20:19.131; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/jackson-core-asl-1.9.13.jar' to classloader
INFO  - 2015-04-25 17:20:19.132; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-clustering-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.132; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/langid/lib/jsonic-1.2.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.132; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/langid/lib/langdetect-1.1-20120112.jar' to classloader
INFO  - 2015-04-25 17:20:19.133; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-langid-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.133; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/velocity-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.133; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/commons-collections-3.2.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.133; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/commons-beanutils-1.8.3.jar' to classloader
INFO  - 2015-04-25 17:20:19.134; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/velocity-tools-2.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.134; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-velocity-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.169; org.apache.solr.update.SolrIndexConfig; IndexWriter infoStream solr logging is enabled
INFO  - 2015-04-25 17:20:19.177; org.apache.solr.core.SolrConfig; Using Lucene MatchVersion: 5.0.0
INFO  - 2015-04-25 17:20:19.188; org.apache.solr.update.SolrIndexConfig; IndexWriter infoStream solr logging is enabled
INFO  - 2015-04-25 17:20:19.191; org.apache.solr.core.SolrConfig; Using Lucene MatchVersion: 5.0.0
INFO  - 2015-04-25 17:20:19.278; org.apache.solr.core.SolrConfig; Loaded SolrConfig: solrconfig.xml
INFO  - 2015-04-25 17:20:19.278; org.apache.solr.core.SolrConfig; Loaded SolrConfig: solrconfig.xml
INFO  - 2015-04-25 17:20:19.283; org.apache.solr.schema.IndexSchema; Reading Solr Schema from /home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/memex/conf/schema.xml
INFO  - 2015-04-25 17:20:19.283; org.apache.solr.schema.IndexSchema; Reading Solr Schema from /home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/server/solr/nyu/conf/schema.xml
INFO  - 2015-04-25 17:20:19.319; org.apache.solr.schema.IndexSchema; [memex] Schema name=example-DIH-solr
INFO  - 2015-04-25 17:20:19.320; org.apache.solr.schema.IndexSchema; [nyu] Schema name=example-DIH-solr
WARN  - 2015-04-25 17:20:19.406; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.406; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.409; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.409; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.410; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.410; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.411; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.411; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.412; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.412; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.415; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.415; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.415; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.415; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.416; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.416; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.417; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.417; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.418; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.418; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.418; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.418; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.418; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.418; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.419; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.419; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.419; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.419; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.420; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.420; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.422; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.422; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.423; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.423; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.423; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.423; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.423; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.424; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.424; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.424; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.424; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.424; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.426; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.426; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.426; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.427; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.427; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.427; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.427; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.427; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.428; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.428; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.429; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.429; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.429; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.429; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.431; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.431; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.431; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.431; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.432; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.435; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.435; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.435; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.435; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.435; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.436; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.437; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.437; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.437; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.439; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.439; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.440; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.440; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.440; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.440; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.440; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.441; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.442; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.442; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.442; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.443; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.443; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.443; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.443; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.444; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.448; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.448; org.apache.solr.schema.FieldTypePluginLoader; TokenizerFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.449; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.449; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.449; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
WARN  - 2015-04-25 17:20:19.449; org.apache.solr.schema.FieldTypePluginLoader; TokenFilterFactory is using deprecated 5.0.0 emulation. You should at some point declare and reindex to at least 6.0, because 5.x emulation is deprecated and will be removed in 7.0
